artist,related_artists
The Vibrators,"['The Lurkers', 'Slaughter & The Dogs', 'The Adverts', 'The Rezillos', 'The Boys', 'The Professionals', 'Chelsea', 'Stiv Bators', 'The Outcasts', 'The Cortinas', 'Newtown Neurotics', '999', 'The Killjoys', 'Johnny Moped', 'The Dils', 'The Joneses', 'U.K. Subs', 'Penetration', 'Wayne County & The Electric Chairs', 'The Carpettes']"
The View,"['The Enemy', 'The View', 'The Twang', 'Little Man Tate', 'Reverend And The Makers', 'Courteeners', 'Sergeant', 'The Pigeon Detectives', 'Jamie T', 'The Holloways', 'Morning Runner', 'Milburn', 'Twisted Wheel', 'The Rifles', 'The Ordinary Boys', 'Marmaduke Duke', 'Ocean Colour Scene', 'Hard-Fi', 'Cast', 'Razorlight']"
The Vines,"['The Von Bondies', 'The Hives', 'Them Crooked Vultures', 'Queens of the Stone Age', 'Hushpuppies', 'The Raconteurs', 'Death From Above 1979', 'The Datsuns', 'The Dead 60s', 'Band Of Skulls', 'Blood Red Shoes', 'Louis XIV', 'The Mooney Suzuki', 'The Soft Pack', 'Royal Blood', 'Eagles Of Death Metal', 'Wolfmother', 'Black Rebel Motorcycle Club', 'Dirty Pretty Things', 'Steriogram']"
The Vogues,"['Chad & Jeremy', 'Lou Christie', 'The Crystals', 'Peter And Gordon', 'Curtis Lee', 'The Association', 'The Chiffons', 'The Cowsills', 'Wayne Fontana & The Mindbenders', ""Herman's Hermits"", 'The Rooftop Singers', 'Phil Spector', 'The Everly Brothers', 'Jan & Dean', 'Ricky Nelson', 'The Dave Clark Five', 'Randy & The Rainbows', 'The Searchers', 'The Four Preps', 'Buddy Holly']"
The Voidz,"['Exhibition', ""Melody's Echo Chamber"", 'The Smile', 'Intergalactic Fool', 'Interpol', 'Pond', 'machinegum', 'Albert Hammond Jr', 'The Buttertones', 'GUM', 'SPIRIT OF THE BEEHIVE', 'Geordie Greep', 'King Gizzard & The Lizard Wizard', 'Liminal', 'Nicholas Allbrook', 'Black Country, New Road', 'Promiseland', 'junodream', 'Temples', 'Red Two Six']"
The WAEVE,"['Rose Elinor Dougall', 'Gurriers', 'Honeyglaze', 'Human Interest', 'THUS LOVE', 'KEELEY', 'Ynys', 'Personal Trainer', 'Hamish Hawk', 'Man/Woman/Chainsaw', 'The Bug Club', 'The Joy Hotel', 'The Hard Quartet', 'Chime School', 'DEADLETTER', 'Blood Wizard', 'Aircooled', 'Thurston Moore', 'GIFT', 'Dummy']"
The Wailers,"['Bob Marley & The Wailers', 'Peter Tosh', 'Max Romeo', 'Bunny Wailer', 'Steel Pulse', 'Yellowman', 'Barrington Levy', 'Eek-A-Mouse', 'Bob Marley', 'Gregory Isaacs', 'The Viceroys', 'Israel Vibration', 'John Holt', 'Jamaica Sweet', 'Wailing Souls', 'Althea And Donna', 'Third World', 'Damian Marley', 'iNi Kamoze', 'Mighty Diamonds']"
The Walkabouts,"['Chris Eckman', 'Stuart A. Staples', 'Andrea Schroeder', 'Chris & Carla', 'Isobel Campbell', 'Mike Scott', 'Julie Christensen', 'Justin Sullivan', 'The Jeffrey Lee Pierce Sessions Project', 'Spain', 'Kristin Hersh', 'Elliott Murphy', 'The Czars', 'Timesbold', 'Distance, Light & Sky', 'Giant Sand', 'Grant Lee Buffalo', 'Tom McRae', 'Willard Grant Conspiracy', 'Calexico']"
The Walker Brothers,"['Bob Lind', 'Scott Walker and the Walker Brothers', 'Unit 4 + 2', 'Sandie Shaw', 'Keith West', 'The Congregation', 'Dave Berry', 'The Tornados', 'Phil Spector', 'Dave Dee, Dozy, Beaky, Mick & Tich', 'P.P. Arnold', 'Peter Sarstedt', 'Chris Farlowe', 'The Honeycombs', 'Lynsey De Paul', 'John Leyton', 'Jonathan King', 'The Searchers', 'Gene Pitney', 'R. Dean Taylor']"
The Walkmen,"['Clap Your Hands Say Yeah', 'The Spinto Band', 'Wolf Parade', 'Girls', 'Arcade Fire', 'Grandaddy', 'Palma Violets', 'Spoon', 'Ambulance LTD', 'Courtney Barnett', 'Deerhunter', 'The Flaming Lips', 'Foxygen', ""Tapes 'n Tapes"", 'The Shins', 'Handsome Furs', 'Yuck', 'Belle and Sebastian', 'LCD Soundsystem', 'Smith Westerns']"
The Wallflowers,"['Fastball', 'Collective Soul', 'Counting Crows', 'Blind Melon', 'Gin Blossoms', 'Semisonic', 'Hootie & The Blowfish', 'Blues Traveler', 'Sugar Ray', 'The Verve Pipe', 'Tonic', 'Toad The Wet Sprocket', 'Better Than Ezra', 'Sheryl Crow', 'Tom Petty', 'New Radicals', 'Sister Hazel', 'Shawn Mullins', 'Matchbox Twenty', 'Soul Asylum']"
The War And Treaty,"['Zach Bryan', 'Dylan Gossett', 'Julia DiGrazia', 'Sam Barber', 'The Red Clay Strays', 'Josh Meloy', 'Tyler Childers', 'Chris Stapleton', 'Evan Honer', 'Oliver Anthony Music', 'Chayce Beckham', 'Kacey Musgraves', 'Morgan Wallen', 'Wyatt Flores', 'ERNEST', 'Luke Combs', 'Bailey Zimmerman', 'Tucker Wetmore', 'Michael Marcagi', 'Charles Wesley Godwin']"
The War On Drugs,"['Future Islands', 'Strand of Oaks', 'Kurt Vile', 'Phosphorescent', 'The National', 'Arcade Fire', 'Junip', 'EL VY', 'The Boxer Rebellion', 'Real Estate', 'Israel Nash', 'Elbow', 'Band of Horses', 'Sharon Van Etten', 'My Morning Jacket', 'Ryan Adams', 'Palace Winter', 'Wilco', 'Kevin Morby', 'The Walkmen']"
The Waterboys,"['Shaun Davey', 'Steve Harley & Cockney Rebel', 'Steve Harley', 'The Housemartins', 'Roxy Music', 'Hothouse Flowers', 'James', 'Kirsty MacColl', 'The Boomtown Rats', 'Lloyd Cole and the Commotions', 'Deacon Blue', 'World Party', 'The Lightning Seeds', 'Paul Weller', 'The Beautiful South', 'Aztec Camera', 'Bruce Springsteen', 'The Jam', 'Peter Gabriel', 'The Pogues']"
The Watersons,"['Shaun Davey', 'Steve Harley & Cockney Rebel', 'Steve Harley', 'The Housemartins', 'Roxy Music', 'Hothouse Flowers', 'James', 'Kirsty MacColl', 'The Boomtown Rats', 'Lloyd Cole and the Commotions', 'Deacon Blue', 'World Party', 'The Lightning Seeds', 'Paul Weller', 'The Beautiful South', 'Aztec Camera', 'Bruce Springsteen', 'The Jam', 'Peter Gabriel', 'The Pogues']"
The Weather Girls,"['Gloria Gaynor', 'The Pointer Sisters', 'Village People', 'Irene Cara', 'ABBA', 'Boney M.', 'Bonnie Tyler', 'John Travolta', 'Miami Sound Machine', 'Lou Bega', 'Katrina & The Waves', 'Cher', 'Wham!', 'Dave Stewart', 'Eurythmics', 'Bill Medley', 'Annie Lennox', 'Lipps Inc.', 'Michael Sembello', 'Kiki Dee']"
The Wedding Present,"['The Auteurs', 'The Weather Prophets', 'That Petrol Emotion', 'Teenage Fanclub', 'Cud', 'New Fast Automatic Daffodils', 'Half Man Half Biscuit', 'McCarthy', 'The High', 'A House', 'The Brilliant Corners', 'The Dylans', 'Whipping Boy', 'The Loft', 'The June Brides', 'The Fall', 'The Blue Aeroplanes', 'Kingmaker', 'Julian Cope', 'Eugenius']"
The Weeds,"['Bob Hocko', 'Swamprats', 'The Litter', 'The Alarm Clocks', 'We The People', 'The Del-Vetts', ""Dr. Spec's Optical Illusion"", 'Dirty Wurds', 'The Haunted', 'The Bad Roads', 'Jujus', 'The Lollipop Shoppe', 'The Ugly Ducklings', 'The Mourning Reign', 'The Preachers', 'The Satans', 'Things To Come', ""Rockin' Ramrods"", 'The Velvet Illusions', 'The Groupies']"
The Weirdos,"['Fear', 'The Zeros', 'Dead Boys', 'T.S.O.L.', 'Johnny Thunders & The Heartbreakers', 'Drunk Injuns', 'D.O.A.', 'Germs', 'Naked Raygun', 'Adolescents', 'Agent Orange', 'Youth Brigade', 'Fang', 'The Crowd', 'The Spits', 'JFA', 'The Faction', 'Zero Boys', 'McRad', 'The Stitches']"
The West Coast Pop Art Experimental Band,"['Love', 'Jonathan Richman', 'The Electric Prunes', 'The Velvet Underground', 'The Modern Lovers', 'Ultimate Spinach', 'Harumi', 'Emitt Rhodes', 'Flo & Eddie', 'Kaleidoscope', 'Jim Sullivan', 'Nirvana', 'The Pretty Things', 'The Millennium', 'Top Drawer', 'Nico', 'Captain Beefheart & His Magic Band', '13th Floor Elevators', 'The Blue Rondos', 'Donovan']"
The Whispers,"['Shalamar', 'Evelyn ""Champagne"" King', 'The S.O.S Band', 'D-Train', 'G.Q.', 'Lakeside', 'Junior', 'Mtume', 'Kashif', 'Midnight Star', 'Heatwave', 'Rene & Angela', 'McFadden & Whitehead', 'Slave', 'The Gap Band', 'Denroy Morgan', 'Howard Johnson', 'Melba Moore', 'Cherrelle', 'Yarbrough & Peoples']"
The White Stripes,"['Jet', 'Franz Ferdinand', 'Wolfmother', 'The Clash', 'Ram Jam', 'Red Hot Chili Peppers', 'Foo Fighters', 'The Black Keys', 'Blur', 'Nirvana', 'The Offspring', 'The Raconteurs', 'Smash Mouth', 'The Killers', 'The Fratellis', 'AC/DC', 'Green Day', 'Caesars', 'Muse', 'Alien Ant Farm']"
The Whitest Boy Alive,"['Metronomy', 'Broken Bells', 'Unknown Mortal Orchestra', 'Phoenix', 'Parcels', 'The Virgins', 'Electric Guest', 'Foals', 'Future Islands', 'Arcade Fire', 'Grizzly Bear', 'David Lemaitre', 'Fujiya & Miyagi', 'Heartless Bastards', 'Hot Chip', 'Beirut', 'The xx', 'Peter Bjorn and John', 'Bombay Bicycle Club', 'DOPE LEMON']"
The Who,"['Joy Division', 'Echo & the Bunnymen', 'The Smiths', 'Pixies', 'The Psychedelic Furs', 'New Order', 'Depeche Mode', 'The Smashing Pumpkins', 'David Bowie', 'Talking Heads', 'Blur', 'Radiohead', 'Siouxsie and the Banshees', 'The Clash', 'Billy Idol', 'Duran Duran', 'The Cranberries', 'Morrissey', 'Hole', 'The Church']"
The Wild Tchoupitoulas,"['Alvin Robinson', 'Paul Pena', 'Allen Toussaint', 'Professor Longhair', 'Big Chief Monk Boudreaux', 'The Wild Magnolias', 'Dan Hicks & His Hot Licks', 'Taj Mahal', 'The Dirty Dozen Brass Band', 'James Booker', 'Bo Dollis', 'The Iguanas', 'Johnny Jenkins', ""Lil' Bob & the Lollipops"", 'Levon & The Hawks', 'Little Queenie & the Percolators', 'Cyril Neville', 'NRBQ', 'Snooks Eaglin', 'David Bromberg']"
The Wolfe Tones,"[""The Wolfe Tones' Derek Warfield"", 'Shamróg', 'Éire Óg', 'The Fighting Men From Crossmaglen', 'Athenrye', 'Wolfe Tones', 'Charlie and the Bhoys', 'Luke Kelly', 'The Irish Brigade', 'The Davitts', 'The Irish Ramblers', 'Blackthorn', 'Shebeen', 'Gary Óg', 'Blarney Folk', 'Brendan McFarlane', 'The Clare Celts', 'Justice', 'Fee McGorman', 'Goats Don’t Shave']"
The Wonder Stuff,"['Carter The Unstoppable Sex Machine', 'Kingmaker', 'Airhead', 'Menswear', 'Northside', 'Echobelly', 'The Supernaturals', 'Inspiral Carpets', 'Marion', 'Northern Uproar', 'The Mock Turtles', 'A House', 'The Bluetones', 'Milltown Brothers', 'Cast', 'The Boo Radleys', 'The Seahorses', 'My Life Story', 'Cud', 'Speedy']"
The Woodleigh Research Facility,"['Black Deer', 'Thomas Brinkmann', 'Global Goon', 'Kreidler', 'MM Studio', 'Nico Motte', 'Eiger Drums Propaganda', 'Heatsick', 'Sandoz', 'Immaculate Rivombo', 'As Longitude', '7 Hurtz', 'Smagghe & Cross', 'Schlammpeitziger', 'Krikor Kouchian', 'Wrangler', 'Lo Kindre', 'Death Comet Crew', '33.10.3402', 'Analogous Doom']"
The World's Famous Supreme Team,"['Lovebug Starski', 'Jonzun Crew', 'Captain Rock', 'Davy DMX', 'Grand Mixer DST', 'Whiz Kid', 'Cd III', 'G.L.O.B.E.', 'Man Parrish', 'The Dynamic Three', 'Rock Master Scott', 'Worlds Famous Supreme Team', ""Exta T's"", 'Dr. Jeckyll & Mr. Hyde', 'Tyrone Brunson', 'West Street Mob', 'Fantasy 3', 'Nairobi', 'Sweet G', 'Fab 5 Freddy']"
The Wytches,"['FEWS', 'DILLY DALLY', 'Protomartyr', 'BAMBARA', 'Cruelty', 'Dead Vibrations', 'Meat Wave', 'True Widow', 'Holograms', 'Ty Segall Band', 'Autolux', 'Preoccupations', 'Prettiest Eyes', 'Pile', 'L.A. WITCH', 'TRAAMS', 'Heavy Lungs', 'Big Ups', 'Gøggs', 'Fuzz']"
The Yardbirds,"['Count Five', 'Vanilla Fudge', 'Them', 'Small Faces', 'Strawberry Alarm Clock', '13th Floor Elevators', 'Eric Burdon & the Animals', 'The Lemon Pipers', 'The Standells', 'The Amboy Dukes', 'Quicksilver Messenger Service', 'The Chambers Brothers', 'Country Joe & The Fish', '? & The Mysterians', 'Spirit', 'The Blues Magoos', 'Paul Revere & The Raiders', 'Blue Cheer', 'The Dirty Mac', 'Ten Years After']"
The Young Gods,"['The Damage Manual', 'Chris Connelly', 'Einstürzende Neubauten', 'Test Dept', 'The Tear Garden', 'Clock DVA', 'Mussolini Headkick', 'Executive Slacks', 'The Legendary Pink Dots', 'Crime & the City Solution', 'Lead into Gold', 'Die Warzau', 'Foetus', 'Dalis Car', 'Front 242', 'Big Sexy Noise', 'Cabaret Voltaire', 'Dave Ball', 'Grötüs', 'Cop Shoot Cop']"
The Young Rascals,"['The Rascals', 'Tommy James & The Shondells', 'Smokey Robinson & The Miracles', 'Doris Troy', 'The Association', 'The Youngbloods', 'Billy Preston', 'Seals and Crofts', 'Cornelius Brothers & Sister Rose', 'Todd Rundgren', 'The Miracles', ""The Lovin' Spoonful"", 'The 5th Dimension', 'Eddie Floyd', 'Four Tops', 'Wilson Pickett', 'Sly & The Family Stone', 'Martha Reeves & The Vandellas', 'Clarence Carter', 'The Chi-Lites']"
The Youngbloods,"['Three Dog Night', 'The Association', 'The Guess Who', 'Tommy James & The Shondells', 'Thunderclap Newman', 'Blind Faith', 'Blues Image', 'Crosby, Stills & Nash', 'The Byrds', 'The Grass Roots', 'Jackson Browne', 'Crosby, Stills, Nash & Young', 'The Young Rascals', 'Climax Blues Band', 'Gordon Lightfoot', 'The Rascals', 'Donovan', 'Stampeders', 'Gary Wright', 'Stone Poneys']"
The Zeros,"['Simpletones', 'The Dils', 'The Randoms', 'The Hollywood Squares', 'The Joneses', 'The Crowd', 'Negative Trend', 'The Avengers', 'The Weirdos', 'Johnny Thunders & The Heartbreakers', 'Rikk Agnew', 'X', 'The Klan', 'Testors', 'Dishrags', 'Eddie and the Subtitles', 'The Vibrators', 'Slaughter & The Dogs', 'Dead Boys', 'The Gizmos']"
The Zombies,"['Tommy James & The Shondells', 'Jefferson Airplane', 'Donovan', 'The Kinks', 'Dusty Springfield', 'Big Brother & The Holding Company', 'Harry Nilsson', 'Cream', ""The Lovin' Spoonful"", 'Buffalo Springfield', 'Stealers Wheel', 'Vanilla Fudge', 'Talking Heads', 'T. Rex', 'Lou Reed', 'The Doors', 'David Bowie', 'Gerry Rafferty', 'The Mamas & The Papas', 'Janis Joplin']"
The Zutons,"['The Coral', 'Ocean Colour Scene', 'Dodgy', 'Razorlight', 'The View', 'Jake Bugg', 'Reverend And The Makers', 'Stereophonics', 'The Futureheads', 'The Holloways', 'Reef', 'The Libertines', 'Kaiser Chiefs', 'Hard-Fi', 'The Bluetones', 'The Thrills', 'The Seahorses', 'The Enemy', 'Cast', 'Ash']"
The dB's,"[""The Three O'Clock"", ""Chris Stamey & The dB's"", 'Shoes', 'Squalls', 'The Rain Parade', ""Let's Active"", 'Miracle Legion', 'The Soft Boys', '20/20', 'Luxury', 'Alex Chilton', 'Robyn Hitchcock & The Egyptians', 'Game Theory', 'Love Tractor', 'The Bongos', 'The Shivvers', 'The Records', 'Marbles', 'The Toms', 'Richard Lloyd']"
The xx,"['Chet Faker', 'alt-J', 'Moby', 'M83', 'Foals', 'Santigold', 'Peter Bjorn and John', 'The Whitest Boy Alive', 'José González', 'Angus & Julia Stone', 'The Naked And Famous', 'Grizzly Bear', 'Arcade Fire', 'Metronomy', 'Broken Bells', 'Majical Cloudz', 'Junip', 'The Acid', 'The Temper Trap', 'Télépopmusik']"
TheDeadCanRap,"['Whatever Your Heart Desires', 'GLASS CUTTERS', 'Jackal Trades', 'Remi Rough', 'Chimurenga Renaissance', 'Mugs and Pockets', 'Mixed Meteor', 'Fokkop.era', 'Myka 9k', 'Zoën', 'Tyas The Anabolic Beast', ""Mummy Fortuna's Theatre Company"", 'SUPERGOD', 'Scalper', 'Freematik', 'Sixo', 'Caledonia', 'Mestizo and The Heavy Twelves', 'Tes', 'Indian Agent']"
Thee Headcoats,"['Thee Mighty Caesars', 'The Milkshakes', 'The Gories', 'The Penetrators', 'The Buff Medways', 'Oblivians', 'Blacktop', 'The Musicians Of The British Empire', 'Les Sexareenos', 'The Royal Pendletons', 'Mark Sultan', 'Thee Headcoatees', 'Scientists', 'The Drags', 'The Cynics', 'The Pop Rivets', 'The Gruesomes', 'Supercharger', 'Jack Ketch And The Crowmen', 'The Hentchmen']"
Thee Mighty Caesars,"['Thee Headcoats', 'The Milkshakes', 'The Penetrators', 'The Royal Pendletons', 'Blacktop', 'Les Sexareenos', 'The Buff Medways', 'The Gruesomes', 'Figures of Light', 'The Senders', 'The Gories', 'The Drags', 'The Hentchmen', 'The Musicians Of The British Empire', 'Jack Ketch And The Crowmen', 'Mark Sultan', 'The Cynics', 'The Satelliters', 'The Backdoor Men', 'Tav Falco and the Unapproachable Panther Burns']"
Thee Oh Sees,"['Osees', 'Wand', 'ORB', 'Meatbodies', 'Frankie and the Witch Fingers', 'Ty Segall', 'Tropical Fuck Storm', 'Uranium Club', 'Flat Worms', 'Coachwhips', 'Prettiest Eyes', 'The Intelligence', 'Mr. Elevator', 'Beans', 'Ty Segall Band', 'Gøggs', 'POW!', 'Faux Ferocious', 'Duds', 'Fuzz']"
Thelma Houston,"['Donna Summer', 'LaBelle', 'Sister Sledge', 'Diana Ross', 'George McCrae', 'CHIC', 'Sylvester', 'The Trammps', 'Hues Corporation', 'Anita Ward', 'Alicia Bridges', 'Tavares', 'Amii Stewart', 'Vicki Sue Robinson', 'The Flashback', 'Chaka Khan', 'Yvonne Elliman', 'Odyssey', 'A Taste Of Honey', 'Silver Convention']"
Thelonious Monk,"['Sonny Rollins', 'Charlie Parker', 'Dizzy Gillespie', 'Bud Powell', 'Clifford Brown', 'Charles Mingus', 'Lee Morgan', 'Max Roach Quintet', 'Cannonball Adderley', 'Wayne Shorter', 'Freddie Hubbard', 'Oliver Nelson', 'Miles Davis Quartet', 'Art Tatum', 'Scott LaFaro', 'The Modern Jazz Quartet', 'Dexter Gordon', 'Hank Mobley', 'Paul Motian', 'Joe Henderson']"
Thelonious Monk Quartet,"['Art Blakey Quintet', 'Paul Chambers', 'Thelonious Monk Quintet', 'Miles Davis Sextet', 'Red Garland Quintet', 'Miles Davis And His Quintet', 'Tadd Dameron', 'Eric Dolphy Quintet', 'Roy Haynes', 'Cannonball Adderley Sextet', 'Tina Brooks', 'Elvin Jones', 'Bud Powell', 'Herbie Nichols', 'The Jazz Messengers', 'Clark Terry Quartet', 'McCoy Tyner Trio', 'Miles Davis Quartet', 'Art Blakey', 'Art Taylor']"
Thelonious Monk Quintet,"['Art Blakey Quintet', 'Miles Davis Sextet', 'Miles Davis And His Quintet', 'Thelonious Monk Quartet', 'Herbie Nichols Trio', 'Herbie Nichols', 'Paul Chambers', 'Clark Terry Quartet', 'Charlie Parker Quintet', 'Jackie McLean', 'Red Garland Quintet', 'Tina Brooks', 'Charlie Parker Septet', 'Kenny Dorham Septet', 'Larry Young', 'Bud Powell', 'Clifford Brown Quartet', 'Tadd Dameron', 'Lennie Tristano Sextet', 'Johnny Coles']"
Thelonious Monk Septet,"['Bud Powell Trio', 'Peter Littman', 'Bobby Timmons', 'Lennie Tristano', 'Miles Davis Quartet', 'Wes Montgomery Trio', 'Charlie Parker Quartet', 'Tal Farlow', 'Chet Baker Quartet', 'Kenny Drew', 'Bobby Timmons Trio', 'Ahmad Jamal', 'Art Blakey', 'Tommy Flanagan Trio', 'Pepper Adams Quintet', 'Barney Kessel', 'Kenny Dorham', 'The Art Farmer Quartet', 'Hampton Hawes Trio', 'Shelly Manne']"
Them,"['Small Faces', 'The Yardbirds', 'The Spencer Davis Group', 'The Troggs', 'The Easybeats', 'The Byrds', 'Thunderclap Newman', 'Eric Burdon & the Animals', 'Canned Heat', 'Johnny Kidd & The Pirates', 'The Kingsmen', 'Donovan', 'The Lemon Pipers', 'Mink DeVille', '? & The Mysterians', 'T. Rex', 'The Chambers Brothers', 'Pacific Gas & Electric', 'Vanilla Fudge', 'スペンサー・デイヴィス・グループ']"
Them Crooked Vultures,"['Queens of the Stone Age', 'The Vines', 'Desert Sessions', 'Dave Grohl', 'Pat Smear', 'The Raconteurs', 'Death From Above 1979', 'Kyuss', 'ANTEMASQUE', 'Peter Hayes', 'Earl Greyhound', 'The Von Bondies', 'Taylor Hawkins', 'Fu Manchu', 'Truckfighters', 'Rose Hill Drive', 'The Dead Weather', 'Lee Ving', 'Brad Wilk', ""Jane's Addiction""]"
Therapie TAXI,"['Eddy de Pretto', 'Hoshi', 'Angèle', 'BB Brunes', 'Renan Luce', 'Pierre de Maere', 'Grand Corps Malade', 'Clara Luciani', 'Bigflo & Oli', 'Fréro Delavega', 'Julien Doré', 'Ben Mazué', 'Adé', 'Orelsan', 'Suzane', 'Kyo', ""Pep's"", 'Mickael Miro', 'Louise Attaque', 'Maëlle']"
These Arms Are Snakes,"['Frodus', 'Head Wound City', 'Planes Mistaken For Stars', 'Young Widows', 'The Blood Brothers', 'Cave In', 'Bats', 'At the Drive-In', 'Native', 'Engine Down', 'Bear Vs. Shark', 'Burning Airlines', 'United Nations', 'Kill Sadie', 'Rival Schools', 'The Plot to Blow Up the Eiffel Tower', 'Q And Not U', 'Small Brown Bike', 'Kowloon Walled City', 'Ink & Dagger']"
These Immortal Souls,"['Rowland S. Howard', 'Lydia Lunch', 'The Birthday Party', 'Crime & the City Solution', 'Tuff Monks', 'The Boys Next Door', 'My Captains', 'Die Haut', 'Eyeless In Gaza', 'Dance Chapter', 'Rema-Rema', 'Second Layer', 'Inca Babies', 'In Camera', 'Artery', 'Crispy Ambulance', 'Theoretical Girls', 'Red Temple Spirits', 'Nocturnal Projections', 'My Dad Is Dead']"
These New Puritans,"['Liars', 'PVT', 'The Chap', 'EMA', 'Errors', 'Lali Puna', 'Moonface', 'Fuck Buttons', 'Minor Victories', 'Ms. John Soda', 'Apparat Organ Quartet', ""I Love You But I've Chosen Darkness"", 'S.C.U.M', 'The Phantom Band', 'Wild Beasts', 'Bear In Heaven', 'East India Youth', 'Eno • Hyde', 'I LIKE TRAINS', 'Doldrums']"
They Might Be Giants,"['Moxy Früvous', 'Self', 'John Linnell', 'Lemon Demon', 'Jonathan Coulton', 'The Orion Experience', 'That Handsome Devil', 'The 88', 'Tom Lehrer', 'Will Wood', 'Steam Powered Giraffe', 'Will Wood and the Tapeworms', 'Tally Hall', '""Weird Al"" Yankovic', 'Oingo Boingo', 'Mono Puff', 'Fozzie', 'Cojum Dip', 'Brian David Gilbert', 'AJJ']"
Thievery Corporation,"['Kid Loco', 'Tosca', 'Nightmares On Wax', 'Zero 7', 'Yonderboi', 'Boozoo Bajou', 'Morcheeba', 'TM Juke', 'The Dining Rooms', 'Kruder & Dorfmeister', 'Fingathing', 'Blue States', ""Mo' Horizons"", 'Jon Kennedy', 'Hird', 'Mozez', 'The Method', 'Alif Tree', 'Dzihan & Kamien', 'The Funky Lowlives']"
Thin Lizzy,"['The Who', 'Free', 'Bachman-Turner Overdrive', 'Derek & The Dominos', 'ZZ Top', 'Foghat', 'Sweet', 'Van Halen', 'Boston', 'Steppenwolf', 'Rainbow', 'T. Rex', ""Manfred Mann's Earth Band"", 'Ted Nugent', 'Cream', 'Blue Öyster Cult', 'Alice Cooper', 'The Edgar Winter Group', 'The Rolling Stones', 'Steve Miller Band']"
Thin White Rope,"['True West', 'Eleventh Dream Day', 'Nikki Sudden', 'Naked Prey', 'Jeffrey Lee Pierce', 'The Dream Syndicate', 'Nova Mob', 'Gutterball', 'Jim Carroll', 'Passion Fodder', 'Thee Hypnotics', 'Kim Salmon and the Surrealists', 'Perfect Disaster', 'Laughing Clowns', 'Gallon Drunk', 'King Blank', 'Shiva Burlesque', 'Grant Hart', 'Hugh Cornwell', 'Toiling Midgets']"
